State,District,Contact Person,Phone No.,Email,Address
ODISHA,Cuttack,PRAGATI MOHANTY,671-2509009,dcpo[dot]cuttack[dot]od[at]nic[dot]in,ROOM NO 54 COLLECTORATE BUILDING CUTTACK ORISSA
ODISHA,Deogarh,DCPU,6641-226645,ponicdeogarh[at]gmail[dot]com,District Child Protection Unit Near -Collectorate Deogarh
ODISHA,Dhenkanal,Anuradha Goswamy DCPO,6762-223246,dhenkanaldcpu[at]gmail[dot]com,Office of the District Child Protection Unit Dhenkanal At- Sub-Collectorate office Dhenkanal Post Dist Dhenkanal Pin 759001
ODISHA,Gajapati,ARUN KUMAR TRIPATHY,6815-222586,dcpu[dot]gajapati[at]gmail[dot]com,New Collectorate Building Paralakhemundi DIST-GAJAPATI
ODISHA,Ganjam,Subodh Kumar Sarangi,6811-260188,dcpu[dot]gjm[at]gmail[dot]com,At-Main Road Rikapalli Post-Chatrapur Pin-761010
ODISHA,Jagatsinghapur,Kanhu Charan Rout,6724-221185,dcpo[dot]jagatsinghpur[dot]od[at]nic[dot]in,Red Cross Bhawan Collectorate Campus Jagatsinghpur PIN-754103
ODISHA,Jajapur,Niranjan Kar,6728-223622,dcpo[dot]jajpur[dot]od[at]nic[dot]in,DCPU Collectorate Jajpur
ODISHA,Jharsuguda,Sunand Moharana,6645-270570,dcpo[dot]jharsuguda[dot]od[at]nic[dot]in,DISTRICT CHILD PROTECTION UNIT NEW COLLECTORATE BUILDING 2nd FLOOR PO-OMP LINE DIST-JHARSUGUDA PIN-768204 ODISHA
ODISHA,Kalahandi,Mr. Sailendu Shekhar Mahapatra,6670-230213,dcpo[dot]kalahandi[dot]od[at]nic[dot]in,"At-Pardesipada, Back side of SP Office, Po/Ps-Bhawanipatna, Dist- Kalahandi, State-Odisha"
ODISHA,Kandhamal,Rashmita Karan,68-42254453,dcpo[dot]kandhamal[dot]od[at]nic[dot]in,At-Mission Shakti Bhawan Near DRDA Square Phulbani
ODISHA,Kendrapara,Bijaya ketan Sahoo,6727-232005,dcpukendrapara[at]gmail[dot]com,DCPU Collectorate Kendrapara
ODISHA,Kendujhar,Devangana Barik,6766-255052,dcpu[dot]keonjhar[at]gmail[dot]com,District Child Protection Unit At- Collectorate Keonjhar
ODISHA,Khordha,Banishree Pattnaik,6755-296065,dcpo[dot]khurda[dot]od[at]nic[dot]in,District Child Protection Unit Old Collectorate Building Khordha pin 752053
ODISHA,Koraput,DCPO KORAPUT,6852-252104,dcpo[dot]koraput[dot]od[at]nic[dot]in,FIRST FLOOR SAHHED LAXMAN NAIK BHAWAN KORAPUT-764020
ODISHA,Malkangiri,DCPO,6861-231211,dcpo[dot]malkangiri[dot]od[at]nic[dot]in,District Child Protection Unit 1st floor collectorate Dist-Malkangiri
ODISHA,Mayurbhanj,Mrs. Mamata Mayee Biswal,67922-255562,dcpo[dot]mayurbhanj[dot]od[at]nic[dot]in,District Child Protection Unit Near Mayurbhanj NIC Baripada Collectorate Baripada- 757001 Mayurbhanj
ODISHA,Nabarangapur,Sri.Suresh Kumar Patnaik DCPO,6858-223322,dcpo[dot]nawarangpur[dot]od[at]nic[dot]in,District Child Protection Unit At Collectorate Office Po Dist Nabarangpur Pin 764059
ODISHA,Nayagarh,Sibiyan Pradhan DCPO,67-53252199,dcpo[dot]nayagarh[dot]od[at]nic[dot]in,DCPU OFFICE ROOM NO-5 COLLECTORETE NAYAGARH ODISHA-752069
ODISHA,Nuapada,"Programme Manager, SARA",6678-225060,dcpo[dot]nuapada[dot]od[at]nic[dot]in,2nd Floor New Collectorate Building Nuapada 766104
ODISHA,Puri,Manoj Kumar Tripathy,6752-9226767,dcpspuri[at]gmail[dot]com,"District Child Protection Unit, Collectorate, Puri, PIN-752001"
ODISHA,Rayagada,DCPU RAYAGADA,6856-223656,ponicrayagada[at]gmail[dot]com,"Co-operative Colony,In front of SWAD organisation,Convent School Road,RAYAGADA-765001"
ODISHA,Sambalpur,Suchismita Pattnaik,663-2412914,dcpusambalpur[at]gmail[dot]com,DCPU Second Floor Collectorate Campus Sambalpur-768001
ODISHA,Sonepur,"Programme Manager, SARA",6654-220364,dcpo[dot]sonepur[dot]od[at]nic[dot]in,District Child Protection Unit Collectorate Bilding Subarnapur Atpo Sonepur Dist Subarnapur
ODISHA,Sundargarh,Shreebanta Jena,6622-273343,dcpo[dot]sundargarh[at]gmail[dot]com,District Child Protection Unit At-Patrapada BlockColony Back side the District Court Dist Sundaragrh pin 770001
PUDUCHERRY,Karaikal,Rajendran DCPO,4368-223026,icpskkl[at]gmail[dot]com,Department of Women and Child Development sub office Perunthalaivar Kamaraj Complex Madagadi Karaikal
PUDUCHERRY,Pondicherry,P MUTHU MEENA,413-2244964,dswicpspdy[at]gmail[dot]com,No 13 Kamarajar Salai Opposite to LIC Office New Saram Puducherry 605013
PUDUCHERRY,Yanam,Shri. Davuluri Subramaniswara Rao,884-2325101,ra[dot]yanam[at]nic[dot]in,Regional ADMINISTRATIVE Office- Yanam - 533464
Punjab,Amritsar,Taranjit Singh,183-2403177,dcpu[dot]amritsar[at]gmail[dot]com,"District Administrative Complex, Amritsar 2nd Floor Room No 236"
Punjab,Barnala,Gurjeet kaur,1679-238170,dcpobarnala[at]gmail[dot]com,District Child Protection Unit Near Teshildar office Barnala
Punjab,Bathinda,Smt Ravneet Kaur District Child Protection Officer,164-2214480,dcpo[dot]bathinda[at]gmail[dot]com,Room No 313 M Second Floor Mini Secretariat Bathinda
Punjab,Faridkot,Amandeep Singh Sodhi,1639-500283,dcpofdk[at]gmail[dot]com,Mahela Bhawan Zila Prishad complex aara market road Faridkot
Punjab,Fatehgarh Sahib,District Child Protection Officer,1763-511558,dcpuftg[at]punjab[dot]gov[dot]in,Room.no. 302 2nd floor DC Complex Fatehgarh Sahib
Punjab,Fazilka,RITU BALA,1638-261098,dcpo[dot]fazilka[at]gmail[dot]com,District Child Protection Unit Room No 405 Third floor A block New D.C.Complex Fazilka
Punjab,Firozpur,JASWINDER KAUR,1632-242520,dcpofzr2023[at]gmail[dot]com,DC OFFICE FEROZEPUR
Punjab,Gurdaspur,Dheeraj Kumar Sharma,187-4240157,dheerajsharma[dot]jpcc[at]gmail[dot]com,"District Administration Complex ,Back side Old Bus Stand, Gurdaspur, Block-A Room No 218 ."
Punjab,Hoshiarpur,Dr. Harpreet Kaur DCPO,1882-291839,dcpohsp2014[at]gmail[dot]com,"District Child Protection Unit V.P.O. Ram Colony Camp, Chandigarh Road, Hoshiarpur, PUNJAB"
Punjab,Jalandhar,Ajay bharti DCPO,181-2258199,dcpojal2016[at]gmail[dot]com,kapurthala chowk near gandhi vanita ashram jalandhar
Punjab,Kapurthala,Amanpreet Gautam,1822-509812,dcps[dot]kpt[at]gmail[dot]com,ROOM NO 414 NEW D.C COMPLEX KAPURTHALA PUNJAB
Punjab,Ludhiana,Mrs Rashmi,161-5126456,dcpoldh1234[at]gmail[dot]com,Social welfare complex Shimlapuri Lduhiana
Punjab,Malerkotla,Harpreet Kaur Sandhu,1672-232100,dcpomalerkotla[at]gmail[dot]com,"Near Tanvir Hospital, Qila Ahemdhgarh, Malerkotla . 148023"
Punjab,Mansa,Harpreet Kaur Sandhu,1652-230488,dcpsmansa[at]gmail[dot]com,ROOM NO. 33 MINI SECRETARIAT COURT COMPLEX NEW COURT ROAD MANSA PUNJAB
Punjab,Moga,PARAMJIT KAUR,1636-234447,dcpsmoga[at]gmail[dot]com,ROOM NO. 002 B-BLOCK ADMINISTRATIVE COMPLEX MOGA
Punjab,Muktsar,DR. SHIVANI NAGPAL,1633-261098,dcposms[at]gmail[dot]com,DISTRICT CHILD PROTECTION OFFICER. OLD SUWIDHA CENTER. ROOM NO. 6. MINI SECRETARIAT. SRI MUKTSAR SAHIB-152026
Punjab,Nawanshahr,Kanchan Arora DCPO,1823-222322,dcposbsnagar007[at]gmail[dot]com,"Room no. 313, 2nd floor, DC Office, SBS Nagar"
Punjab,Pathankot,usha,186-2341206,dcpopathankot[at]gmail[dot]com,District Child Protection Unit District Admin Complex Block B Room No 219
Punjab,Patiala,Shaina Kapoor,175-2353523,dcpo[dot]patiala[at]gmail[dot]com,Room no 150 Block C Extension Mini secretariat Patiala
Punjab,Rupnagar,Rajinder kaur,1881-222299,dcporoopnagar[at]gmail[dot]com,District child protection unit Room no 153 A DC complex Roopnagar D.C COMPLEX RUPNAGAR
Punjab,S.A.S Nagar,Navpreet kaur,172-2219185,dcpomohali[at]gmail[dot]com,ROOM NO. 536 TOP FLOOR NEW DC COMPLEX SECTOR 76 MOHALI SAS NAGAR
Punjab,Sangrur,DCPO,1672-232100,dcposangrur[at]gmail[dot]com,room no.211-212 dc complex sangrur
Punjab,Tarn Taran,Sukhmanjeet Singh,1852-,dcpotarntaran[at]gmail[dot]com,"Room no 311, 3rd floor , Deputy Commissioner Complex Tarn Taran"
Rajasthan,Ajmer,sanjay sawlani,145-2440496,dcpuajmer[at]yahoo[dot]com,Shubhash Nagar opposite narishala ajmer
Rajasthan,Alwar,Ravikant,144-2730021,adicps[dot]alwar[at]gmail[dot]com,"Room No 356-60, 3rd Floor, Mini Secretariat, Near Bhawani Top Circle Alwar"
Rajasthan,Banswara,Vazid khan,0-,icpsbanswara[at]gmail[dot]com,"opp. pwd office , dailab road, dits banswara"
Rajasthan,Baran,Mr Rakesh Kumar Varma,7453-237121,dcpubaran[at]gmail[dot]com,"Rajkiya Kiashor Gerah Jhalawar Road, Amapura, Baran"
Rajasthan,Barmer,DEELIP SINGH KHIDIYA,2982-230009,adicps[dot]barmer[at]rajasthan[dot]gov[dot]in,GANDHI NAGAR GALI NUMBER 01 NEW KRASHI MANDI ROAD BARMER
Rajasthan,Bharatpur,AMIT AWASTHI,5644-220331,sjebharatpur[at]yahoo[dot]com,261 RAJENDRA NAGAR BHARATPUR
Rajasthan,Bhilwara,MOHMED ASHFAQ KHAN,1482-230501,govtccibhilwara[at]gmail[dot]com,RAJKIYA VISESSHAG DATTAK GRAHAN AGENCY BHILWARA
Rajasthan,Bikaner,Arun Singh Shekhawat,151-2941975,adicps[dot]bikaner-rj[at]nic[dot]in,KAMRANI HOUSE NEAR T.T COLLEGE HOSTEL BIKANER
Rajasthan,Bundi,Mr Hukam Chand Jajoriya,747-2940093,dcpubundi[at]gmail[dot]com,"Office of the Assistant Director, Child Rights and D.C.P.U. BUNDI Govt. Ambedkar Boys Hostel Second Dr. Lokesh ki Gali, Gayatri Nagar, Bundi (Raj.) PIN- 323001"
Rajasthan,Chittorgarh,Om Prakash Toshniwal,0-,icpschittorgarh[at]gmail[dot]com,PLOT NO 15 A PRATAP NAGAR CHITTORGARH
Rajasthan,Churu,NARESH CHANDER BAROTIA,1562-299149,DCPU[dot]CHU[at]RAJASTHAN[dot]GOV[dot]IN,District Child Protection Unit Churu
Rajasthan,Dausa,Sunil Kumar Meena,14-27223455,adicpsdausa[at]gmail[dot]com,Assistant Direct Dist. Child Protection Unit Dausa
Rajasthan,Dholpur,Vishwa Deo,5642-240878,dlo[dot]dcpudho[at]rajasthan[dot]gov[dot]in,Aposite site RAC Line sje department dholpur
Rajasthan,Dungarpur,Mrs PINKI MEENA,2964-230621,icpsdgpr[at]gmail[dot]com,Near Pooja Surgical Hospital Balaji Nagar Dungarpur Rajasthan
Rajasthan,Ganganagar,Rajiv Jakhar,154-2949376,adicps[dot]sriganga-rj[at]gov[dot]in,AD District Child Protection Unit Kunj Vihar II Near Guru Harkrishan Park Padampur Road Sriganganagar
Rajasthan,Hanumangarh,Premaram,1552-261187,dcpuhanumangarh[at]gmail[dot]com,"ward no 458 sureshi, behind police line Abohar Bypass road"
Rajasthan,Jaipur,anita muwal,14-27223455,dcpujaipur[at]gmail[dot]com,Assistant Director District Child protection unit Jaipur
Rajasthan,Jaisalmer,Hema ram jarmal,2992-294450,dcr[dot]jaisalmer[at]rajasthan[dot]gov[dot]in,Rajakiy kishor Grah Main Dedansar Road opp. Mahila Collage Jaisalmer
Rajasthan,Jalore,SUBHASH CHAMDRA MANI,2973-222058,icpsjlr[at]gmail[dot]com,Near new bus stand jalore
Rajasthan,Jhalawar,RAM NIWAS YADAV,7432-233356,dcpujhalawar[at]yahoo[dot]com,"Tulsi Devi Hospital ke pass, Dhanwara Jhalawar 326001."
Rajasthan,Jhunjhunu,Ashvini Kumar Sharma,1592-294047,icpssjejjn[at]yahoo[dot]in,"Behind Tagour School, mandawa Road, Sitsar, jhunjhunu, Rajasthan"
Rajasthan,Jodhpur,DR. B. L. SARASWAT,291-2572560,dcpujodhpur[at]gmail[dot]com,Nari Niketan campus 8 mile Mandor jodhpur 342006
Rajasthan,Karauli,Shraddha Gautam,7464-297015,adicps-karauli[at]gov[dot]in,Veena Memorial Degree Collage Ke pass Karauli
Rajasthan,Kota,Arpit Jain,744-2323966,dcpukota[at]rajasthan[dot]gov[dot]in,"kr 504, mala road, nayapura Kota"
Rajasthan,Nagaur,Ram Dayal,1582-240799,dcpunagaur01[at]gmail[dot]com,"Amar Singh Colony Plat No 65-66 Nagaur, 341001"
Rajasthan,Pali,Dr Teena Arora,2932-222706,sjepali[at]yahoo[dot]com,Office of Assistant Director Dcpu Dcr Subhash Nagar Bhatwara Pali Rajasthan 306401
Rajasthan,Pratapgarh,K K CHANDRAWANSHI,1478-221535,icpspratapgarh[at]gmail[dot]com,"opp. district colloctrate, dhariyawad road, pratapgarh"
Rajasthan,Rajsamand,Deependra singh,0-9999999999,adicps[dot]rajsamand[at]rajasthan[dot]gov[dot]in,"Behind the municipal council, brahma kamal, rajsamand"
Rajasthan,Sawai Madhopur,Gauri shanker meena,7462-220467,icpssawaimadhopur[at]gmail[dot]com,karyalay sahayak nideshak bal sanrakshan ikai Jawahar nagar plot no 89 sawai madhopur.
Rajasthan,Sikar,Gargi Sharma,0-9413200039,ad[dot]icps[dot]sikar[at]rajasthan[dot]gov[dot]in,"Near R.T.O. Office , sikar"
Rajasthan,Sirohi,RAJENDRA KUMAR PUROHIT,2972-293020,dcpusirohi[at]gmail[dot]com,Ahead of Mandwa Hanumanji Temple Balaji Residency Faze III Near Devnarayan Hostel
Rajasthan,Tonk,Naval Khan,1432-294691,icpstonk[at]gmail[dot]com,Near Janana Hospital Baheer Road Tonk
Rajasthan,Udaipur,ARUSHI JAIN,294-2414140,udaipuricps[at]gmail[dot]com,assistant director child right department Near Residency Area Madhuwan Udaipur 313001
Sikkim,East,Chumsang Palden,3592-202828,eastdcpu[at]gmail[dot]com,"2nd Floor Manan Bhawan, Gangtok,East Sikkim Near Sadar Police Station. PIN 737101"
Sikkim,North,Wendy Mair Lepcha DCPONorth,0-000000,dcponorth[at]gmail[dot]com,"Office of the District Child Protection Unit, District Administrative Centre, Mangan North Sikkim-737116"
SIKKIM,PAKYONG,Rinchen C. Khangsarpa,91-8001042070,dcpupakyong[at]gmail[dot]com,Pakyong
SIKKIM,SORENG,Peter Rai,91-9083862801,sorengdcpu[at]gmail[dot]com,"DCPU, Dara Baazar, Soreng"
Sikkim,South,Megha Pradhan,3592-232596,dcpusouthwest56[at]gmail[dot]com,"Blind School Road, Ground Floor NMC Building, Namchi District, PIN-737126, Sikkim"
Sikkim,West,Bhawana Subba DCPO,3595-7407256889,dcpuwestsikkim[at]gmail[dot]com,Gyalsing West Sikkim 737113
Tamil Nadu,Ariyalur,Mr M Dharma Seelan,0-4329296239,dcpuariyalur2[at]gmail[dot]com,"District Child Protection Unit, 2nd Floor, Govt Multi Departmental Complex, Ariyalur District, 621704. Tamil Nadu."
Tamil Nadu,Chengalpattu,District Child Protection Officer,44-35006105,dcpucpt[at]gmail[dot]com,"District Child Protection Unit, Room No.F0-06, Ground Floor, F-Block, New Collectorate Building, Chengalpattu 603111."
Tamil Nadu,Chennai,Thiru. M. MATHIYALAGAN,44-25952450,dcpschennai2022[at]gmail[dot]com,"District Child Protection Unit ,No.13, Saamipillai Street, Choolai, Chn-112"
Tamil Nadu,Coimbatore,HAFSA M,422-2300305,dcpucoimbatore[at]gmail[dot]com,District Child Protection Unit 2nd Floor Old Building Collectorate Coimbatore District Tamil Nadu
Tamil Nadu,Cuddalore,Sundar R,4142-221080,cuddaloredcpu[at]gmail[dot]com,District Child Protection Unit 312 IInd Floor Collectorate Cuddalore District 607001
Tamil Nadu,Dharmapuri,Mr Selvam M,4342-232234,dcpsdpi1[at]gmail[dot]com,"District Child Protection Office, Collectorate, Dharmapuri - 636 705."
Tamil Nadu,Dindigul,B Sathyanarayanan,451-2904070,dcpudgl19[at]gmail[dot]com,"Blessings, Plot No 4 2nd cross street Upstairs, SPR Nagar, Collectorate Post, Dindigul 624 004"
Tamil Nadu,Erode,DCPO,424-2225010,dcpserode2[at]gmail[dot]com,"District Child Protection Unit Department of Social defence Collectrate office, New Building - 6 th Floor, Erode - 638011"
Tamil Nadu,Kallakurichi,District Child Protection Officer,4151-225600,dcpukkr[at]gmail[dot]com,"District Child Protection Unit , No 39/40 SMG Illam ,Girija Murugam Hospital back side , Neppal street Kallakurichi - 606 202"
Tamil Nadu,Kanchipuram,R Sakthi kaviya,44-27234950,dcpukanchi02[at]gmail[dot]com,District Child Protection Unit Kancheepuram Distict Tamil Nadu
Tamil Nadu,Kanniyakumari,M K Sakeela Banu,4652-278980,dcpskkdt2[at]gmail[dot]com,District Child Protection Unit Collectorate Annex Building 3rd Floor Nagercoil Kanniyakumari - 629 001 Tamilnadu
Tamil Nadu,Karur,SP Priya,4324-296056,dcpukarur[at]gmail[dot]com,DISTRICT CHILD PROTECTION UNIT NO 13 SAMY COMPLEX RTO OFFICE OPPOSITE COLLECTORATE POST THANTHONRIMALAI Karur District Tamil Nadu
Tamil Nadu,Krishnagiri,Mr D SARAVANAN,4343-292567,dcpokri[at]gmail[dot]com,"DISTRICT CHILD PROTECTION UNIT, ROOM NO - 99 , 100 , 2ND FLOOR, COLLECTORATE,KRISHNAGIRI - 635 115."
Tamil Nadu,Madurai,R ARAVIND,452-2642300,dcpumadurai[at]gmail[dot]com,"District Child Protection Unit, 3rd floor, Collectorate Additional building, Madurai -625020"
Tamil Nadu,Mayiladuthurai,District Child Protection Officer,4364-212868,dcpumyd[at]gmail[dot]com,"District Child Protection Unit, District Collector office, Mannampandal ,Mayiladuthurai District - 609305"
Tamil Nadu,Nagapattinam,Ezhilarasi,4365-253018,nagaidcpu2023[at]gmail[dot]com,"Room No.209, 2nd Floor, Collectorate, Nagapattinam - 611003"
Tamil Nadu,Namakkal,SATHISHKUMAR S,4286-233103,dcpunmkl1[at]gmail[dot]com,"The District Child Protection Unit, Room No.320, 3rd Floor, District Collectorate Campus, Namakkal District, Tamil Nadu-637 003"
Tamil Nadu,Perambalur,Sr Vimala,91-8344891945,namanbuillam22[at]gmail[dot]com,"Nalla Alosanai Madha Anbu Illam , 1 st Floor, 36 Eriayur , Veppanthattai Taluk, Perambalur District - 621133"
Tamil Nadu,Pudukkottai,Vasanthakumar DCPO,4322-221266,dcpupdkt2022[at]gmail[dot]com,District Child Protection Unit Pudukkottai District Tamil Nadu
Tamil Nadu,Ramanathapuram,N Sivakumar,4567-231098,dcpuramnad2[at]gmail[dot]com,District Child Protection Unit District Court South Side District Collectorate Ramanathapuram 623503
Tamil Nadu,Ranipet,District Child Protection Officer,4172-299347,dcpurpt[at]gmail[dot]com,"District Child Protection Unit , New Collector office campus, 4th floor, F block, Ranipet District."
Tamil Nadu,Salem,DCPO,427-2415966,dcpssalem1[at]gmail[dot]com,"415, District Child Protection Unit District collector office, salem. Tamil Nadu"
Tamil Nadu,Sivaganga,Duraimurugan,4575-240166,dcpssvga[at]gmail[dot]com,"District Child Protection Officer, District Child Protection Unit, No.131, First Floor, Collectorate campus, Sivagangai-630562"
Tamil Nadu,Tenkasi,H Kavitha DCPO IC PO IC,4633-291125,dcputenkasi[at]gmail[dot]com,"District Child Protection Unit, 14, Perumal Kovil Street, Tenkasi-627811."
Tamil Nadu,Thanjavur,Thiru M.Ranjith kumar,4362-237014,dcpstnjr[at]gmail[dot]com,District Child Protection Officer District Child Protection Unit Govt. Children Home Premises V.O.C. Nagar Thanjavur 613 007
Tamil Nadu,The Nilgiris,SARA,423-2445529,dcps[dot]nilgiris[at]gmail[dot]com,D.No 24 Additional Collectorate Building Finger Post Ooty The Nilgiris
Tamil Nadu,Theni,E SANTHIYA,4546-291919,thenidcpu[at]gmail[dot]com,"District Child Protection Office, District Block Level Officer Building – II Collectorate Campus, District Employment Office Upstairs Theni - 625531"
Tamil Nadu,Thiruvallur,SARA,44-27665595,thirudcpo2[at]gmail[dot]com,District Child Protection Unit Thiruvallur District
Tamil Nadu,Thiruvarur,Thiru. M Selvam,4366-290445,dcputvr2[at]gmail[dot]com,"District Child Protection Unit, Room No.310 & 311, IIIrd Floor, District Collectorate Annexe Building, Tiruvarur - 610 004."
Tamil Nadu,Tiruchirappalli,Mr P Ragul Ganthi,431-2413055,dcpstrichy2[at]gmail[dot]com,"District Child Protection Unit, Mcdonalds Road, Central Bus Stand, Tiruchirappalli District ,Tamil Nadu."
Tamil Nadu,Tirunelveli,SARA,462-2901953,dcputnv[at]gmail[dot]com,"District Child Protection Unit, District Collectorate Campus, Tirunelveli - 9"
Tamil Nadu,Tirupathur,Thirumavalavan,417-9299030,dcputpt[at]gmail[dot]com,"District Child Protection Unit 4C-10 4th floor C block District Collectorate building , Tirupathur District"
Tamil Nadu,Tiruppur,N. Riyaz Ahamed Basha,421-2971198,dcputirupur22[at]gmail[dot]com,"District Child Protection Unit Room No .705,706 7th Floor, Collectorate Tiruppur District Tamil Nadu"
Tamil Nadu,Tiruvannamalai,SARA,4175-233030,dcpstvm[at]gmail[dot]com,District Child Protection Unit Tiruvannamalai District Tamil Nadu
Tamil Nadu,Tuticorin,ALEX,0-,dcpututicorin2[at]gmail[dot]com,District Child Protection Unit 176 muthusurabi Building Mani Nagar Palai Road Thoothukkudi District - 628 003 Tamil Nadu
Tamil Nadu,Vellore,DCPO,416-2222310,dcpuvlr2022[at]gmail[dot]com,"District Child Protection Unit, Anna Salai Opp. Circuit House, Vellore-632 001."
Tamil Nadu,Viluppuram,Ms K G Parkavi DCPO,4146-290659,dcpuvpm2[at]gmail[dot]com,"District Child Protection Unit, District Collectorate Campus, Master Plan Complex, (Old Canteen Building), Viluppuram District Tamil Nadu"
Tamil Nadu,Virudhunagar,SARA,4562-293946,dcpuvnr2022[at]gmail[dot]com,District Child Protection Unit 2-818 V.O.C Nagar Soolakkaraimedu Virudhunagar District - 626 003. Tamil Nadu
Telangana,Adilabad,T.Rajendra Prasad,8732-226249,dcpuadilabad[at]gmail[dot]com,District Child Protection Unit Office of the District Welfare Officer Women Children Disabled and Senior Citizens Dept Near R.T.C. Bus Depot Balasadanam Complex Adilabad - 504001
Telangana,Bhadradri Kothagudem,Matta Hari Kumari,8744-9989490353,dcpubadradri[at]gmail[dot]com,"Room No S-21, IDOC Palvancha, Bhadradri Kothagudem District, Telangana State."
Telangana,Hyderabad,M Srinivas,40-23202351,dcpuhyderabad[at]gmail[dot]com,"District Child Protection Unit, Room No.405, 4th Floor, Sneha Silver Jubilee Bhavan, Collectorate Premises, Lakdikapool, Hyderabad"
Telangana,Jagitial,M.Hareesh,0-,dcpujagityal[at]gmail[dot]com,"Balaraksha Bhavan, Beside Bachpan School, Govindulapalle, Bypass road, Jagtial district, PIN 505327"
Telangana,Jangoan,Lakkuntla Ravikanth,91-8008777873,dcpujangaon[at]gmail[dot]com,"DISTRICT CHILD PROTECTION UNIT- JANGAON O/o WCD&SC Dept- JANGAON Address: INTEGRATED DISTRICT OFFICES COMPLEX - Jangaon, Block-G6 (Ground Floor) Suryapet road, Jangaon."
Telangana,Jayashankar Bhupalapally,A Venkataswamy,0-,dcpujayashankar[at]gmail[dot]com,"Bal Raksha Bhavan H.No 21-5-40C.E, BC Colony Manjurnagar Beside Singareni Area Hosptial Jayashankar Bhupalpally Pin 506169"
Telangana,Jogulamba Gadwal,B NARASIMHULU,8546-295002,dcpujogulamba[at]gmail[dot]com,"Bala Raksha Bhavan, Plot 143, Shivalayam Temple, Gadwal"
Telangana,Kamareddy,J.Sravanthi,8468-295026,dcpukamareddy[at]gmail[dot]com,District Child Protection Unit Bala Raksha Bhavan Vivekananda Colony Kamareddy-503111
Telangana,Karimnagar,Pudari Shantha,0-8332987862,icpsdcpuknr[at]gmail[dot]com,"H. No. 9-1-131, Bala Raksha Bhavan, Bhagathnagar, Karimnagar-505001"
Telangana,Khammam,Smt T Vishnu Vandana DCPO,8742-255856,dcpukhammam[at]gmail[dot]com,"District Child Protection Unit (DCPU), Samskhema Bhavan, old DRDA Building, Raparthinagar, Bruhanpuram, Khammam- 507001"
Telangana,KUMURAM BHEEM ASIFABAD,B MAHESH DCPO,8733-279124,dcpukomurambheem[at]gmail[dot]com,HNo. 5-165 BALARAKHSHA BHAVAN KOMURAM BHEEM CHOWK ASIFABAD TELANGANA STATE
Telangana,Mahabubabad,D Laxmi,0-7780660970,dcpumahabubabad[at]gmail[dot]com,Bala Raksha Bhavan Near Bus stand Gogulamallaiah Bazar Mahabubabad-506101
Telangana,Mahbubnagar,G NARMADA,8542-273778,icpsmbnr[at]gmail[dot]com,"H-No.7-5-114/4, near Srinivasa super market, Laxmi nagar colony, Mahabubnagar."
Telangana,Mancherial,N.Anand,8736-258588,dcpumanchiryal[at]gmail[dot]com,"1) C/o Bal Raksha Bhavan, II Floor, Upstairs of Padmavathi Chest Hospital, Kotak Mahindra Bank Line, Mancherial"
Telangana,Medak,K Karuna Sheela,0-,dcpumedak[at]gmail[dot]com,"Office of the District Welfare Officer WCDSC , Medak District Telangana State"
Telangana,Medchal Malkajgiri,MD IMTYAZRAHIM,0-8520043943,dcpumedchal[at]gmail[dot]com,Balraksha Bhavan Alwal Opp Raithu Bazar Alwal Medchal Malkajgiri pin 500010
Telangana,Mulugu,District Child Protection Officer,91-9959009246,dcpumulugu[at]gmail[dot]com,"Office of the Bala Rakhsa Bhavan (BRB) - Mulugu, Besides. Sakhi OSC - Mulug and Near. Govt. Degree College - Mulugu - 506343."
Telangana,Nagarkurnool,T SRISAILAM DCPO,0-,dcpunagarkurnool[at]gmail[dot]com,H No 13-115-7-1 Bala Raksha Bhavan Snehapuri Colony Opp BSNL Telphone exchange Nagarkurnool Dist. TS.
Telangana,Nalgonda,DCPO,8682-232929,dcpunalgonda[at]gmail[dot]com,"District Child Protection Unit - Nalgonda Balraksha Bhavan H.No. 6-01-102, II nd Floor, Opp Swarna Palace Apartment, Vidya Nagar Colony, Nalgonda – 508001"
Telangana,Narayanpet,DCPO Narayanpet,8506-9948827032,dcpunarayanpet[at]gmail[dot]com,H.No.45 Manikanta colony near Collectarate Narayanpet.
Telangana,Nirmal,Devi Murali,8734-8500550263,dcpunirmal[at]gmail[dot]com,"Gollapeta,Nirmal"
Telangana,Nizamabad,District Child Protection Officer,8462-238110,dcpunizamabad[at]gmail[dot]com,"District Child Protection Unit, Bala Raksha Bhavan, O/o. District Welfare Office, WCD and SC, New Collectorate, Nizamabad."
Telangana,Peddapalli,P Kamalakar DCPO,8728-223993,dcpupeddapally[at]gmail[dot]com,Dist.Welfare Office HNO 2-84 1st Floor Main road near court busstop Rangampally Peddapally 505174
Telangana,Rajanna Sircilla,Ramagiri Swarnalatha,8723-295355,dcpurajanna[at]gmail[dot]com,"Bal Raksha Bhavan , Journalist colony, Rajanna Sircilla District"
Telangana,RANGA REDDY,G Praveen Kumar,0-,dcpurangareddy[at]gmail[dot]com,H.No.8-3-222 Beside Sharadhi Studios Vengal Rao Nagar Yusufguda Hyderabad 500038
Telangana,Sangareddy,Mr R Rathnam,91-8008863425,dcpusangareddy[at]gmail[dot]com,Under District Welfare Officer Women Children Disabled and Senior Citizens dept. Integrated Collectorate Sangareddy TS
